Words,Frequency
"earthphilic,",1
(non-accumulators).',1
"(JC),",1
"based,",3
DD),1
JC,1
proceeds.',1
symbioses,4
rhizobia,18
mycorrizhal,1
"(AMF),",1
tripartite,1
mexacarbate),1
AI/ha,1
AI/ha.,1
Brain,3
372,2
song-birds,1
high-dose,1
"block,",1
Spray,1
high-dosage,1
organophosphorus,2
fenitrothion,6
fumiferana),1
anatomically,1
proposed;,1
(Eschweilera,1
"coriacea,",3
Iryanthera,1
hebetatum),1
cyclicity,3
cross-checked,1
dating.,4
well-grown,1
(Chelonia,4
"mydas),",3
Hawksbill,4
(Eretmochelys,3
"imbricata),",1
Ridley,3
Leatherback,4
(Dermochelys,2
coriacea),1
Bioko's,4
beaches.,7
"Green,",2
"least,",7
Bioko.,1
Bioko,5
turtle.,3
cverexploitation,1
shell-craft,1
ponderosa,8
ponderosa),1
"Dellenbaugh,",1
Arizona.,3
sagebrush,3
fire-scarred,1
25-ha,1
asynchronous,5
Dellenbaugh.,1
'Infestation,1
(Lymantria,1
dispar),1
Stream-water,2
"Va.,",1
larva.,1
strong-acid,1
"base-cations,",1
"ion,",3
acid-neutralization,2
sulfate.,5
nitrate;,1
discharge-weighted,2
predefoliation,1
postdefoliation,1
record-high,1
record-low,1
nonlinearity,2
recurrence.',1
"Lyme,",1
"Connecticut,",5
"vector,",3
"bacterium,",2
entomologic,2
departure,9
linked.,2
disease.',3
'Characterization,1
adjacent;,1
1980.,8
"November,",2
Beaverskin,7
1816,1
Pebbleloggitch,5
stems),3
stems).,1
Thickness,1
Beaverskin.,1
volume-weighted,10
collections),1
4.80.,1
4.25.,1
Sulphate,2
(May,7
November),2
inf3,4
sup-,2
ha-1.,3
year-to-year.,1
SO,27
inf4,9
sup2-,1
cations(Ca2+,1
Mg2+,14
Na+),3
enriched.',1
betweenenvironmental,1
foresttrees,1
ofstress,1
droughtstress,1
thebest,1
available.This,1
toderive,1
"ranges,the",1
thereliability,1
Thetemperature,1
temporalvariation,1
spatialpatterns,1
north-south,3
"orientated,",1
fromcolder,1
regions.The,1
morecomplex,1
withpatterns,1
aciddeposition,2
butremained,1
strongdecrease,1
inSOx,1
inNOy,1
Ndeposition,1
WesternEurope.,1
Base,6
coastalareas,1
tosoil,1
"dust,",4
Sahara,6
salt.,2
cationdeposition,1
thepotential,2
equalled,2
sitespecific,1
derivedfrom,1
overestimated,7
"model,whereas",1
"isunderestimated,",1
nitrogenloads.,1
correlationbetween,1
"Ndeposition,",1
7.3,5
earthquake,3
Taiwan,10
"alkalinity,",13
"sodium,",5
"magnesium,",5
"fluoride,",1
nitrate),5
Guandaushi,1
Collected,1
post-earthquake,1
"SO4,",7
highest.,2
"Cl,",9
"NH4,",4
earthquake;,1
'Varying,1
speculative.,3
homogenates,2
homogenised,3
(LM),1
needles.,4
"acetylene,",1
LM,1
homogenisation,2
denitrifying,8
southside,2
(map),1
interpolated,12
southeast.,2
fragmentation-urbanization,1
'Subtropical,2
652,1
fargesii,2
differentiations,4
"center,",5
(ABC).,1
Yunnan-Guizhou,1
Wuyi,1
contraction-expansion,1
remodeling,1
fargesii.',1
'Amendment,1
(MWA),1
"ash,",4
MWA,7
improved.,6
Ca(OH)2,1
distinguished.,5
multiplicative,5
1.13,2
1.15,2
post-thinning,1
4-year,7
increments.,3
N.',4
Parco,2
Nord,1
Lombardia,1
Milan.,1
"1983,",2
Nord.,1
Stand-level,1
tree-level,2
renovation,1
operations.',2
orderwith,1
"mixed-land-use,",1
cropland).,1
watershedshave,1
perched,4
"aquifers,",3
assurface,1
V-notch,2
"flumes,",2
whichincluded,1
volume-integrating,2
flow-proportional,2
samplers.,3
(TOC)area,1
"significant,and",1
forestthan,1
cropland-dominated,1
thevariance,1
regressionsexplained,1
TOC.,1
modelwas,1
summaries.,1
Particulate,4
(DOC)concentrations,1
single-land-use,1
correlatedwith,2
discharge.',3
Oenocarpus,1
bacaba,1
diameter-at-breast-height),1
sub-plots,1
enumerate,1
tall).,3
tall),3
landbirds,1
Vireo,4
Catharus,6
Marta,2
mist-net,2
periods;,4
flavoviridis,1
"migrant,",4
olivaceus,1
fuscescens,2
minimus.,1
"habitat/altitude,",1
minimus,1
ustulatus,2
pre-montane,2
"""Stewardship",1
usefulconcept,1
philosophies.,1
yetthe,1
landmanagement,1
thispractical,1
stewardshipare,1
followingdefinition,1
``Stewardship,1
theresponsible,1
naturalresources,2
balancedaccount,1
"futuregenerations,",1
"privateneeds,",1
accepts,2
answerability,1
tosociety.'',1
thephrase,1
``and,1
God'',1
added.Stewardship,1
secular,5
religiousinterpretations,1
developboth,1
parallel.,1
forphilosophers,1
basisof,2
environmentalconcerns,1
widerethical,1
Stewardship,4
similarground,1
managementof,2
canbuild,1
viewof,1
managementactivity.,1
therole,1
onenvisaging,1
``stakeholder'',1
inmanagement,1
acrossthe,2
alsohas,1
propertyrights.,1
someadjustments,1
government.,3
providemanagers,1
amore,1
theeyes,1
alsobe,2
citizensin,1
"ofresources),",1
"consumers.""",1
(HNCV),1
HNCV,3
categorize,3
Services.,1
"microclimate,",3
"abandoned,",3
game.,1
continual,7
genusLeontopithecus,1
chrysopygus),1
gravely,1
primitive,11
ofLeontopithecus,1
"eight,",1
congregations,1
ground.',1
"""As",1
facing.,1
apportioned,1
"Concomitantly,",1
"slowed,",1
(CBSG),1
IUCN's,1
expedite,4
scientifically-based,1
"intensive,",1
problem-solving,2
CBSG,1
recommendations;,1
Mace-Lande,1
derivative,6
draft,9
threat;,1
"stochastic,",1
(developed,1
Dr,1
Robert,3
Lacy,1
Society),1
visually,7
distribution;,6
(CAMP);,1
Viability,1
(PHVA).,1
planet's,1
CAMP,1
PHVA,1
formulation,20
"process.""",1
ubiquitous.,3
"family),",1
Thirty-one,1
(37%),3
"immunity,",1
postagrogenic,5
overgrowing,3
Kostroma,1
oblast.,3
plow,3
"horizon,",10
"tillage,",4
90to,2
100-year-old,2
40-year-old,1
subclimax,1
invertase,2
catalase,7
(podzolic,1
soddy-podzolic,2
"(Retisols)),",1
coniferous-broadleaved,1
(subtaiga),1
(gray,2
(Luvic,1
"Phaeozem)),",1
Phaeozem)),1
subzones.,1
taiga.,1
acidophilic,3
humus-rich,1
streamlets,2
(1992),1
(BDFFP,1
INPA/SI),1
Amazonas,8
"(capoeiras),",1
HII,1
substrates:,1
"backwaters,",1
HII.,2
streamlets.',1
Biofuel,1
concept;,1
bio-invasion.,1
"(ants,",1
oribatid,2
arachnids),1
crop.,10
surrogates.,1
"6,765",1
"(pasture,",2
crop),2
(forests).,1
congruencies.,1
multi-taxon,1
(Limnothlypis,1
swainsonii,1
Audubon),1
bottomlands,1
(WRNWR).,1
1453,1
occupancy),1
Occupied,1
(Arundinaria,1
Walt.,1
Chapm.),1
AICcin,1
well-developed,13
WRNWR.,1
canebrakes,2
"sustainability,",12
tagua,9
nuts,3
Phytelephas,1
aequatorialis,2
Tagua,1
roof,5
thatch.,2
regimes:,2
groves;,1
removed.,10
infructescence,4
grove,1
underscored,3
Gerald,1
Midgley,2
paradigms,12
uncritical,4
marginalize,1
enough.,1
marginalizes,1
paradigms:,1
"'Seagrasses,",2
meadows.,7
seagrasses,13
up-to-date,7
essential;,1
accordingly;,1
planet;,1
inquiries,3
actions;,2
certifications,3
labelling,2
Built,2
"NGOs,",2
agribusiness.,2
firms,8
"campaigns,",3
appropriating,2
discourse.,5
contract,5
buyers.,1
labels,2
Starbucks,2
illustrates.,1
"Starbucks,",1
"(CI),",1
"Triunfo,",1
contacted,3
product.,4
CI,3
won,2
(AMSA),1
"deal,",1
Fair,2
Trade,6
(FT),1
Chiapas.',1
'Cuba,1
~370,1
wetland-dependent,1
migratory.,1
Cuban,3
543,1
Teal,2
(Spatula,1
discors),1
Sandpiper,1
(Calidris,5
minutilla),1
Humedal,2
Palacios.,2
"Aberdeen,",1
aninternational,1
presentresearch,1
growthvariation,1
Presentationscovered,1
linksbetween,1
interactionsbetween,1
tradeoffsbetween,1
showcaseof,1
salmonidresearch.,1
anoverview,1
"presentations,",1
summarizesome,1
thesymposium.',1
characteristics),2
delineations,4
soaring,1
turbines.,3
infrastructures.,1
(Neophron,1
percnopterus,1
Circus,1
pygargus),1
(Ciconia,2
Aquila,2
"adalberti,",1
Hieraetus,1
fasciatus,4
"capaccinii,",1
Rhinolophus,2
mehelyi,2
myotis).,1
(15),1
windiest,1
densification,2
Renewable,2
Energies.,1
'Experience,1
biologicalinvasions,1
aset,1
forunderstanding,1
impactson,2
neededto,1
andperhaps,1
predictivetheory,1
ofbrook,2
fontinalis)invasions,1
andtheir,1
clarki).,1
"biologicalinvasions,",1
empiricalresearch,1
isavailable.,1
"eachspecies,",1
ofsegregation,1
cutthroattrout.,1
theinvasion,1
process:,1
"establishment,spread,",1
"especiallycompetition,",1
andcited,1
casesit,1
ameasurable,1
speciesdistributions,1
ofexperiments,1
brooktrout,2
"factors,including",1
"structure,habitat",1
humaninfluences.,1
"(transport,establishment,",1
"relativelylimited,",1
insights.,2
controllingbrook,1
"removal,which",1
variably,3
haveadverse,1
Themanagement,1
beenconfounded,1
andby,1
atsmaller,1
patternsat,1
"short-term,",4
animproved,1
"useful,even",1
incompletely,5
effectivealternatives,1
troutinvasions,1
managementpriorities.',1
'Dogwoods,1
red-fruited,1
blue-(or,1
white-)fruited,1
"marked,",4
tell,3
Red-line,1
"tenuinucellate,",1
blue-line,2
crassinucellate.,1
Dividing,1
cherries,2
showy-bracted,1
cornels,1
big-bracted,1
dogwoods.,1
"subgroups,",2
iridoid,1
"glucosides,",1
things.,2
downplay,1
(into,1
opposite-,1
alternateleaved,1
instance),1
backward,3
(DIN),4
(DON),4
"Tsukui,",1
Kanagawa,1
"Prefecture,",3
Tokyo,1
Japan.,17
Konara,1
serrata),1
Korean,3
"tschonoskii),",1
(Cryptomeria,1
japonica).,1
averagely,2
(98.0,1
"SD,",2
36),2
(DON,1
rates),3
(TDN).,1
N).',1
citizen,14
(Brundtland,1
Commission),1
initiating,3
elites,4
Citizen,3
"involvement,",2
dismissed,2
establishments,1
ill-informed,1
amateurs.,2
feelings,2
pessimism,2
genuine,8
unfortunate,2
ensue,1
closes,2
opportunity.',1
ranch.,3
envelope,9
'Pervasive,2
velvet,6
"array,",1
1073,1
Velvet,1
ethno-medicinal,1
Khadimnagar,1
(KNP),1
Rema-Kalenga,1
"(RKWS),",1
"Bangladesh,.",1
Status,6
"roadside,",2
"homestead,",1
"(ponds,",1
"canals,",8
interviewing,2
possessed,11
homestead,1
"naturalized,",1
invasive.,8
headache,1
(70.58%),1
(16.18%).',1
"Myrcia,",3
rosangelae,1
"NicLugh.,",1
given.,12
neoblanchetiana,1
Sobral,1
Lucas.',1
melliferous,3
"(bees,",1
bumblebees);,1
wax.,1
breeding.,6
"Yungas,",1
works.,3
surrounding.',1
riedeliana,5
Rupr.,1
Moderate,11
allelopathic,5
super-dominance,1
allelochemicals.,1
allelochemicals,2
riedeliana.,1
"allelochemicals,",1
individually,16
"combined,",10
aqueous,10
ethyl,2
acetate,5
phenolic,9
germination;,1
bimucronata,2
vanillic,1
verna,2
acids.,7
"Isovitexin,",1
"vitexin,",1
"isoorientin,",1
"orientin,",1
O-glycoside,1
"derivatives,",3
lactonic,1
dimer,1
p-hydroxybenzoic,1
"3,4-methylenedioxymandelic",2
Liquid,2
Chromatography-Diode,1
Array,1
Dectector/Electrospray,1
Ionization/Mass,1
Spectrometry,2
Chromatography-Mass,2
Spectrometer,1
"benzoic,",1
"benzeneacetic,",1
"salicylic,",1
"p-hydroxybenzoic,",1
"p-hydroxyphenylacetic,",1
"vanillic,",1
"p-coumaric,",1
"protocatechuic,",1
"syringic,",1
"gallic,",1
m-coumaric,1
"vanillylmandelic,",1
"4-methylmandelic,",1
trans-ferulic,1
p-benzoic,1
apigenin,1
6-C-glucoside,1
(isovitexin),1
bamboo-growing,1
overabundant.',2
"demands,",6
"concerns,",8
"unclear,",5
appraise,3
Carrying,1
adequacy,5
Equity,1
dervied,1
"perspectives,",4
embraces,3
Clarification,1
appraising,1
Aires,1
resorts,4
XXth,1
resorts.,2
Chrysocyon,1
brachyurus,3
pardalis).,1
Akaike's,1
(AIC),3
AIC.,1
"plantation),",2
"(fine),",1
(medium),1
(coarse).,1
"(linear,",1
power),1
"brachyurus,",1
power-shaped,1
model:,1
"pardalis,",2
linearly,14
pardalis),2
pardalis,2
base-line,4
up-scaling,1
"necessary,",3
detailing,5
"continent,",10
Dramatic,3
substantive,4
Compliance,1
(Article,1
Unless,2
compliance.,1
greenhouse-gas,8
(Mollusca:,1
Bivalvia:,1
Unionoida),1
"5,612",1
unionoid,3
(55%),1
Etheria,1
elliptica,1
"ecoregions),",1
Chambardia,1
wahlbergi,1
"(25),",1
Mutela,1
rostrata,3
(21).,1
"(16),",1
"(14),",2
Sudanic,1
(13).,1
Tanganyika,5
Malawi,2
mollusk,3
Unionoid,1
Madagascar.',2
timescale,4
procedures.,3
(S1),3
(S2).,1
"(%),",1
sodium,28
"(Na+),",1
"+),",4
S1.,1
Na+,13
1-day,3
Thamnophilus,2
"punctatus,",4
(LGM),3
punctatus,4
"sticturus,",1
pelzelni,1
ambiguus.',1
'Schinus,1
Raddi,2
(Anacardiaceae),2
Rapanea,3
Pavon),1
(Myrsinaceae),1
56-day,1
"Rapanea,",1
(g,4
"Schinus,",3
Rapanea.,2
gs,1
"waterlogging,",3
biomass.',3
'Focusing,1
"archipelago,",9
coincide?,1
dampen,2
concordance.,1
negotiating,2
Artisans,1
Association,6
"(AANA),",1
vegetable,14
leafstalks,3
(Ischnosiphon,1
polyphyllus,1
"Marantaceae),",1
surround,3
AANA,2
leafstalk,1
impediment,4
(NIS),1
yield).,4
NIS,5
hardwoods).,1
accrued,2
"ambiguous,",1
aesthetic,16
case-studies,3
NIS.,1
totalled,1
$187,1
(CDN),1
dwarfed,1
$13.3,1
$34.5,1
CDN,1
"NIS,",1
manpower,1
problem.',5
(Alouatta),1
(line,1
surveys),1
(interviews),1
seniculus),1
atelids,2
chamek,1
cana).,1
"discontinuities,",1
(possibly,2
lacuna,1
contradicts,4
underlie,8
Competition,8
'Moorland,1
"shallow,",8
soft-water,2
moorland,6
5-year-old,2
Horizonte,2
thrice,1
2012),3
bank.,3
Propagules,1
greenhouse.,4
41.9%,1
33.7%,1
"exotics,",1
(87.2%),1
52.3%.,1
642,1
Melia,1
azedarach.,1
interrupt,2
long-terms.,1
highlight:,1
restoration;,1
specialty,5
buying,3
Porter's,1
Forces,3
fundamentals,3
entrants;,1
suppliers;,1
buyers;,1
substitutes;,1
"strengths,",2
florals,1
pitfalls.,2
"(who,",1
where),2
(how,2
why),1
"markets.""",1
'Relic,1
cold-adapted,9
Erebia,2
sudetica,2
Sudety,1
tall-herb,4
clearings),1
lower-elevation,1
belt.,1
Macroecology,1
taxon-independent,1
(within-forest),1
"zonation,",5
"hypoxia,",4
"production),",2
"""macroecology",1
"mangroves"")",1
examples:,1
disagreement,4
neotropicalbromeliad,1
poorlyunderstood.,1
per400,1
"plot),",1
"persite),",1
"(epiphytes,",1
"terrestrials,",2
"saxicoles),",1
andsix,1
BolivianAndes,1
mostlyclimatic,1
"106saxicoles,",1
theactual,1
"recorded,especially",1
(71%),2
(40%),3
weremore,1
andbecause,1
reflectingall,1
tank,10
wethabitats,1
almostalways,1
aresult,1
ofindividual,2
closelyrelated,1
"habitats,presumably",1
aroidsthat,1
lownutrient,1
highelevations,1
increasingfrost,1
inhumid,1
highwater,2
losses.In,1
"combination,",9
impede,9
carbonbalance.',1
Atacora,1
Togo,1
24-year,1
"(1987,",1
pre-processed,1
gapfilling,1
SCL-off,1
(normalized,1
"index),",3
SAVI,1
(soil-adjusted,1
CASA,1
(carnegie-,1
ames-,1
stanford,1
approach)model,1
1987.,2
"sinking,",1
perpetual,1
(REDD).',1
'Eggs,2
contaminants.,7
Fraser,7
(2.91,1
kg-1),1
(3.79,1
kg-1).,2
fork-tailed,1
furcata),1
Queen,3
Charlotte,12
(1.68,1
Organochlorine,2
alcids,1
hydrobatids,1
DDT-,1
HCH-related,1
"dieldrin,",5
HCB,3
organochlorines,10
coast.',4
"168,000",1
satellite-derived,5
"5,177",1
"8,363",1
outlying,4
Fast-growing,2
nationwide.,3
'Morphometric,1
Raddia,3
morphologically.,3
megaphylla.,3
lancifolia,1
stolonifera.,1
soderstromii.,1
allozymes,6
'Agrichemical,1
Policy/Environmental,1
eXtender,1
(APEX),2
"(REMM),",1
Jobos,4
Edge-of-field,1
APEX,3
routed,1
grass-forest,1
REMM.,1
DT50,4
(half-life),1
default,2
REMM,2
non-tropical,3
"infiltration,",4
transport.,9
accuracy.',1
23rd,1
Geneticists,1
Genetics,2
Friedrich-Alexander,1
"Erlangen,",1
showcase,2
phylogeography),1
"Genetics,",1
submission,2
open.',1
'Cocos,1
delicate,3
Cocos,2
breaching,2
beach.,3
"earthquakes,",2
volcanicity,1
"landslides),",1
tsunamis.,1
renders,5
increases.,4
tsunamis,1
decimate,2
flood-risk,2
"surges,",5
"Bureau,",1
MedWet,1
sub-project,1
Bureau.,1
Convention.,3
cavernicolous,2
sculpin,18
Cottus,6
"carolinae,",1
"sculpin,",4
grotto,5
"sculpin),",1
Perry,4
"Missouri,",6
Examination,4
"Illinois,",2
Arkansas,2
sculpin.,1
Grotto,2
breakdown.,1
Mystery,1
Running,2
Bull,2
0.29,3
"m-2,",3
SL,10
"samples),",4
pigmentation,5
"saddles),",1
pelvic,1
4+4,1
4+3,1
"3+3),",1
cephalic,1
mandibular,1
hypogean,4
Cave,5
habitation.,2
Caves,1
downgradient,1
Perryville,1
non-point,8
Escape,1
farm-pond,1
"catfish,",3
Ictalurus,3
sects.,4
Aulomyrcia,1
Sympodiomyrcia,1
Reticulosae,1
Tomentosae,1
Eugeniopsis,1
"Aguava,",1
(comb.,1
stat.,5
nov.).,3
listed.',1
"incomes,",2
(are,1
climate-friendly),1
"friendliness,",1
agrochemical,2
"intensities,",4
footprints,2
Input-related,1
non-linearly,3
CO2e,5
cocoa),3
input-related,2
limiting.,1
"cocoa,",2
"generally,",14
mitigation.',3
Conventos,1
"Restinga,",1
Restinga.,2
Solenopsis,5
saevissima,1
Camponotus,4
Restinga.',1
once-plowed,2
meteorologically-deposited,2
lead.,5
cm-thick,2
"zinc,",13
"metals,",28
Zinc,3
mater.,2
Thirty-five,4
anthropogenically-derived,2
pubescens,3
"czerepanovii,",1
autumnal,5
Epirrita,1
autumnata,1
Swedish,14
"Lapland,",1
"Budal,",1
birch.,2
winters.,3
catkins,1
peak.,3
outbreaks.',1
"lecture,",1
"course,",7
predicated,3
affirmative.,1
treated.',1
Tropidurus,5
semitaeniatus,2
time-calibrated,3
jointly,12
promoter,6
lizards.',1
Research-Community,1
(NCAR-CCSM),1
"(LGM,",3
CLIMAP,2
(SSTs),1
cooled,5
paleoceanographic,1
evidences.,1
Antarctic,29
(AABW),1
enhanced.,2
Kuroshio,2
(ACC),2
midlatitudes.,1
"again,",2
midlatitude,3
baroclinic,5
originates,7
gases.',1
Pulp,1
(NAPAP),1
"pulp,",2
paperboard,1
multi-region,1
"market,",9
recursive,1
price-endogenous,1
forces.',2
angiosperms.,2
"slenderness,",2
non-hierarchical,1
k-means,1
Non-hierarchical,1
clustering.,2
depth:,2
"Conifers,",1
"Pioneers,",2
Large-seeded,1
Wind-dispersed,1
leaf-height-seed,1
scheme.',3
Alexander,3
Taxodium,6
L.C.,1
(bald,1
cypress),1
Nyssa,2
aquatica,4
tupelo).,1
1850.,4
Analogue,1
Technique,1
(MAT),1
(hickory),1
Taxodium.,1
"Taxodium,",1
analogues,3
Taxodium/Nyssa,3
Ring,1
MAT,1
1850,7
1015,1
C).,5
C),5
C/yr),1
incomplete,18
meager,2
ill-documented,1
lof,1
C/yr.,3
reliable.',1
Prespa,1
1326plant,1
Pteridophytes,1
and1309,1
"Spermatophytes,",1
"Gymnosperms,1057",1
Dicotyledons,1
241,5
Monocotyledons.,1
isevaluated,1
underinternational,1
speciesthreatened,1
alsocategorised,1
"ecologicalrequirements,",1
endemicspecies,1
totheir,1
(15.4%).',1
s.,14
str.,4
America).,3
world-wide,2
late-starting,1
colony-development,1
hibernation,2
successful.,4
"safe,",3
pollination.',1
"origins,",5
palaeontological,7
Canaries,5
fossils,10
Jurassic,2
non-renewable,3
"disappearance,",1
protect.,1
rated,14
objectivity.,1
"under,",1
(they,1
Tachero,1
palaeobiological,1
Aided,1
diversifying,3
archipelago.',2
North-East,5
"Sundarbans,",2
siluroid,2
Scales,2
scalation,2
eco-degraded,1
Siluriformes,1
Magnitude,4
(FMV),2
catfishes,11
landing.,1
Participatory,3
Rural,6
Appraisal,2
(PRA),1
Quotient,2
(RBQ),1
catfish,14
warrants,7
"administrators,",5
entrepreneurs,3
remedial,8
revival,3
delineates,3
wet-land,1
"Bengal,",3
India.',4
Growing,6
Manihot,1
Agriculture.,2
"Estrela,",2
Leverger.,1
"cassava,",1
0.587),1
0.525),1
(92%).,1
Leverger,2
"84%,",1
"61%,",1
"coherent,",2
intravarietal,1
(97%).,1
Dicerandra,5
microsatellite-based,1
population-level,8
linearifolia,7
"linearifolia,",1
"robustior,",1
"fumella,",1
"odoratissima,",3
"radfordiana),",1
fumella,2
radfordiana,2
odoratissima.,1
odoratissima,1
"radfordiana,",1
radfordiana.,1
annuals.,1
robustior.',1
chromosome,156
arms,7
karyotypes,10
Bolomys,2
lasiurus,1
(2n,4
"33,",2
34),1
montensis,1
25),1
GTG-banding,5
centric,2
"fusions,",1
pericentric,1
"inversions,",3
telomeres,3
centromeres,6
Localization,1
telomere,2
(TTAGGG)n,2
oligomere,1
interstitial,10
fusion,2
lasiurus.,1
homeologies,1
cursor,1
"16),",1
Pithecopus,1
reticulated,2
"megacephalus,",1
southern.,1
sky,5
accordingly.',2
assess.,1
(SDM),4
Margaritifera,3
Unio,1
collated,4
SDM,3
efficient.,6
performances,11
"discriminative,",1
"included,",9
(EOO),1
EOO,1
'Cryopreservation,1
peccary.,1
vitrification,8
ear,3
[direct,1
cryovials,1
(DVC),1
solid-surface,1
(SSV)],1
epidermis,11
dermis,1
histology,3
cornea,1
granular,4
intercellular,2
spinous,3
DVC,4
SSV,3
normality,2
cytoplasm,5
(37.5,1
25.0%),1
"(100%,",2
(100%),3
intra-epidermal,1
cleavage,1
(37.5%),2
"(D3),",1
"curve,",4
vitrifying,1
DVC.,1
relationships.',4
diversityof,1
coho,26
"Alaska,",7
arearepresents,1
Americanrange.,1
lociwere,1
salmonpopulations,2
Alaska.,7
Theprimary,1
andevaluate,1
ofneutral,1
amongpopulations,2
Geneticanalysis,1
provideinsight,1
geneticdiversity,2
haveimportant,1
implications:,1
1)significant,1
wasfound,1
ofdifferentiation,1
0.099),1
thatreported,1
inAlaska;,1
phenetic,4
populationsshowed,1
concordance;,1
stronggenetic,1
apparentat,1
finest,4
adrainage).,1
cohosalmon,2
topopulations,1
thegenetic,1
"geneticdrift,",1
salmonin,1
Alaska,12
populationsare,1
probablyexhibit,1
spawningand,1
factorsjustify,1
"scale.""",2
'Across,4
seemingly,8
Plan-designated,1
ruderatus,5
hortorum,3
keys.,3
hortorum.,1
resolved?,1
COII,4
(although,3
unreliable,3
Confirmation,1
continue.',1
Plantago,4
algarbiensis,4
almogravensis,1
Western-centre,1
(South,9
Murashige,9
(MS),5
6-benzyladenine,6
9.2,4
"almogravensis,",3
Shoots,4
macronutrients,3
auxins.,1
acclimatized,5
(survival,5
planning;,1
"1975,",3
discontinuity;,1
north-northeastern,1
formations;,1
"overharvesting,",1
(DN),1
sediment-water,4
sediment-plant,1
enrichment.',1
agrochemicals.,1
schools,4
"moments,",1
Initially,3
ethnospecies.,1
concepts.,5
reputation,5
'Results,5
paleocarpological,1
ecologo-phytocenotic,1
zapovednik,1
3500,1
'Pacific,3
Chinook,12
(M,3
Weak,4
sub-basin,8
(unknown),1
precocial,4
ESUs.',1
'Twenty,3
each),8
Vologda,3
Vytegra,2
"March,",7
litter-free,1
(Albic,1
Retisol,1
(Ochric)),1
August.,6
"(Nmin),",2
(NH+4),1
(NO-3),1
(meltwater),1
Ca);,1
(Cmic),2
MR/Cmic,1
qCO2,4
(specific,4
quotient),1
Nmic,1
meltwater,7
mg/L,5
(1.5,4
NH+4,5
"Nmin/ha,",1
40%.,2
depositions,8
"(0.56),",1
NO-3,3
Nmin,5
Al/Ca,1
(>2.0,1
NH+4/(ha,1
>6.4,1
Nmin/(ha,1
"yr)),",1
"Cmic,",3
"Al/Ca,",1
"revealed,",5
Stone,6
trailing-edge,1
trypsin,3
trypsins,4
Cold-adapted,1
temperature-stable,1
enzymes.,8
"trypsins,",1
pufferfish,1
trypsins.,1
"""cold""",1
"""warm""",1
low-temperature,3
hydrophobicity,4
packing,1
(Ile,1
Leu)/(Ile,1
Leu,1
Val),1
"C-terminal,",1
proline,6
tyrosine,1
"stacking,",1
charge,7
loops,4
"pocket,",1
conformation,1
"""autolysis""",1
binding.',1
"semi-natural,",3
"plantationsi,",1
(Forest,1
Often,3
Forestiers,1
(CEPF,1
sluggish,1
"crisis,",6
Demand,2
bioenergy.',1
"""Beginning",2
(U.S.,3
"EPA),",1
Office,6
(MAIA).,1
assessability,1
MAIA's,1
(ReVA),1
"MAIA.""",1
Indications,2
(+,2
CO2),1
axacerbate,1
UV-B),1
efficiency.,8
-oriented,2
Arkhangelsk,2
Solza,4
Shirshema,1
Onega-Northern,1
Dvina,2
ageing,4
Kazanka,1
(Bolotov,1
"Semushin,",1
ind./m2.,1
flow.',8
'At,7
Palau,2
(REA),1
"photography,",2
"seagrasses,",9
"passes,",1
"holes,",1
pinnacle,2
"atolls,",2
waves.,6
Minor,3
dredge-and,1
anchor,8
"groundings,",1
aquarium,8
crown-of-thorns,1
(Acanthaster),1
infestations.',1
coleopterous,2
"Gyrinidae,",1
"Haliplidae,",1
"Noteridae,",1
"Dytiscidae,",1
"Carabidae,",3
"Hydrophilidae,",2
"Staphylinidae,",2
"Lucanidae,",1
"Trogidae,",1
"Scarabaeidae,",1
"Elateridae,",1
"Alleculidae,",1
"Tenebrionidae,",1
"Chrysomelidae,",1
regularities,2
landscapecoenotic,1
(854,1
(chorotypes),1
chorologic,1
Tenebrionoidea,1
Elateridae,1
"Scarabaeoidea,",1
zoochorones,2
coenofaunas,2
arealogical,1
382,1
(229,1
"(78),",1
Scarabaeoidea,1
(30).,1
agrocenoses,2
foothill,2
broad-leaf,1
Garifuna,4
medicinals.,1
254,3
Included,5
229,2
"medicinals,",2
94,6
medicinals,2
ailments,2
(74%),1
decoctions,1
orally.,1
"domesticates,",2
immigrating,3
mestizos,1
Nicaragua.',1
'Cities,4
Attempts,5
521,1
132,6
(House,1
"Sparrow,",4
Passer,1
domesticus,1
Rock,3
"dove,",1
Columba,2
livia),1
spring/early,1
South-America,2
plant-soil,3
(N-fixing),1
Pollalesta,3
"discolor,",1
Hydrandept,1
Initial,13
(ECEC),1
discolor,3
"densiflora,",2
litter-layer,1
P-limited.,1
shortage.,2
obstacle,7
Guapiara,3
"natures,",1
itself.,8
Karst,1
cushioned,1
purer,1
"concentrated,",3
EPIK,1
KDI,1
"expressive,",1
"constrained,",1
silting,2
Paulista,1
Macro,2
Metropolis,1
aforementioned,5
"Piracicaba,",1
Capivari,1
Itupararanga,1
subsidizes,1
Lentibulariaceae,1
"(12),",1
eight.,1
white-sand,4
campos,5
rupestres,3
Lentibulariaceae.',1
Archbold,2
sponsored,5
Science.,3
Symposium,2
introductory,3
noting,7
papers.,3
symposium.,1
Floridians,1
"lessons,",1
"worse,",1
low-latitude,1
Siberia.,11
feathers.,2
"analysed,",7
capercaillies,1
small-eared,2
"shrew,",1
Cryptotis,3
"Pomel,",1
1848,1
(Eulipotyphla:,1
"Soricidae),",1
shrews,2
